Date,gdp.log,real.rate.hlw,real.rate.lw03,real.rate.mean.PCE.Core,real.rate.CorePCE.Annual,inflation.hlw,inflation.lw03,inflation.mean.PCE.Core,inflation.CorePCE.Annual,inflation.expectations.hlw,inflation.expectations.lw03,inflation.expectations.mean.PCE.Core,inflation.expectations.CorePCE.Annual,interest.rate,tbill3m.eff,fed.funds.eff,new.ny.discount.eff,gdp.log.GDPCA,gdp.log.Annual,gdp.log.long
1972-07-01,8.59705963740275,1.97620859426088,1.97620859426088,1.97620859426088,1.97620859426088,2.98621471389573,2.98621471389573,2.98621471389573,2.98621471389573,2.94514235965504,2.94514235965504,2.94514235965504,2.94514235965504,4.92135095391593,4.36614120598102,4.92135095391593,,8.59706938924933,8.60581518711884,8.59705963740275
1972-10-01,8.61366560465646,2.35059096826166,2.35059096826166,2.35059096826166,2.35059096826166,2.51615117699688,2.51615117699688,2.51615117699688,2.51615117699688,3.00311621201511,3.00311621201511,3.00311621201511,3.00311621201511,5.35370718027677,5.05508529968768,5.35370718027677,,8.61441336926686,8.62317681116559,8.61366560465646
1973-01-01,8.6381124595059,4.10433835903272,4.10433835903272,4.10433835903272,4.10433835903272,2.78136434742534,2.78136434742534,2.78136434742534,2.78136434742534,2.74545677936968,2.74545677936968,2.74545677936968,2.74545677936968,6.8497951384024,5.95251996534618,6.8497951384024,,8.63127819383245,8.6400587923156,8.6381124595059
1973-04-01,8.64894014287221,4.82431818209407,4.82431818209407,4.82431818209407,4.82431818209407,5.40736261101008,5.40736261101008,5.40736261101008,5.40736261101008,3.42277321233201,3.42277321233201,3.42277321233201,3.42277321233201,8.24709139442608,6.92069625056499,8.24709139442608,,8.64777292729345,8.65657030586738,8.64894014287221
1973-07-01,8.64366723946446,7.30508361313767,7.30508361313767,7.30508361313767,7.30508361313767,5.26038821727769,5.26038821727769,5.26038821727769,5.26038821727769,3.9913165881775,3.9913165881775,3.9913165881775,3.9913165881775,11.2964002013152,8.80458297202495,11.2964002013152,,8.65425031966751,8.66305428769208,8.64366723946446
1973-10-01,8.65311472537588,5.91506167432088,5.91506167432088,5.91506167432088,5.91506167432088,5.55060111918571,5.55060111918571,5.55060111918571,5.55060111918571,4.74992907372471,4.74992907372471,4.74992907372471,4.74992907372471,10.6649907480456,7.89597543778255,10.6649907480456,,8.65014701838195,8.65894681211851,8.65311472537588
1974-01-01,8.64447990153401,4.16716283159149,4.16716283159149,4.16716283159149,4.16716283159149,6.81618715074031,6.81618715074031,6.81618715074031,6.81618715074031,5.75863477455345,5.75863477455345,5.75863477455345,5.75863477455345,9.92579760614494,8.04570955613368,9.92579760614494,,8.64606895355292,8.65486459867452,8.64447990153401
1974-04-01,8.64685385241534,5.22237854805957,5.22237854805957,5.22237854805957,5.22237854805957,9.80718654274997,9.80718654274997,9.80718654274997,9.80718654274997,6.85859075748842,6.85859075748842,6.85859075748842,6.85859075748842,12.080969305548,8.61777922080367,12.080969305548,,8.64199673456252,8.65078823701613,8.64685385241534
1974-07-01,8.63735756720796,4.69486379175562,4.69486379175562,4.69486379175562,4.69486379175562,11.238069500079,11.238069500079,11.238069500079,11.238069500079,8.35301107818875,8.35301107818875,8.35301107818875,8.35301107818875,13.0478748699444,8.65878564580835,13.0478748699444,,8.63852646521559,8.64731443736453,8.63735756720796
1974-10-01,8.63346860228839,0.55040267213036,0.55040267213036,0.55040267213036,0.55040267213036,9.68663549195356,9.68663549195356,9.68663549195356,9.68663549195356,9.38701967138071,9.38701967138071,9.38701967138071,9.38701967138071,9.93742234351107,7.7455750256834,9.93742234351107,,8.63573147852179,8.64451660733103,8.63346860228839
